Date,Detail Path,Action Number,Clock,Period,Team ID,Team Tricode,Person Id,Player Name,Player Init,xLegacy,yLegacy,Shot Distance,Shot Result,Field Goal,Score Home,Score Away,Points Total,Location,Description,Action Type,Sub-Type,Video Available,Action Id
2022-11-12,atl-vs-phi-0022200188,474.0,PT02M54.00S,3.0,1610612737.0,ATL,1626163.0,Kaminsky,F. Kaminsky,0.0,0.0,0.0,,0.0,,,0.0,v,Kaminsky S.FOUL (P2.T3) (T.Ford),Foul,Shooting,1.0,345.0
2022-12-28,min-vs-nop-0022200520,453.0,PT05M36.00S,3.0,0.0,,450.0,,,0.0,0.0,0.0,,0.0,69.0,76.0,145.0,,Instant Replay3rd Period (9:43 PM EST),Instant Replay,Overturn Ruling,0.0,332.0
2023-03-04,phi-vs-mil-0022200960,400.0,PT03M42.00S,3.0,0.0,,1610612755.0,,,0.0,0.0,0.0,,0.0,,,0.0,v,76ers Rebound,Rebound,Unknown,1.0,287.0
2022-12-27,den-vs-sac-0022200514,67.0,PT06M51.00S,1.0,1610612758.0,SAC,1628989.0,Huerter,K. Huerter,99.0,230.0,25.0,Missed,1.0,,,0.0,h,MISS Huerter 25' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1.0,55.0
2022-10-06,mia-vs-bkn-0012200024,448.0,PT05M23.00S,3.0,1610612748.0,MIA,200768.0,Lowry,K. Lowry,0.0,0.0,0.0,,0.0,,,0.0,v,Lowry STEAL (2 STL),,,1.0,320.0
2022-12-12,bos-vs-lac-0022200408,364.0,PT10M05.00S,3.0,1610612746.0,LAC,202695.0,Leonard,K. Leonard,11.0,23.0,3.0,Made,1.0,63.0,48.0,111.0,h,Leonard 3' Driving Hook Shot (15 PTS),Made Shot,Driving Hook Shot,1.0,264.0
2022-11-06,chi-vs-tor-0022200141,282.0,PT04M54.00S,2.0,1610612761.0,TOR,1627832.0,VanVleet,F. VanVleet,0.0,0.0,0.0,,0.0,,,0.0,h,VanVleet P.FOUL (P1.T4) (E.Malloy),Foul,Personal,1.0,202.0
2022-12-08,den-vs-por-0022200376,636.0,PT00M28.30S,4.0,1610612757.0,POR,1629014.0,Simons,A. Simons,0.0,0.0,0.0,,0.0,,,0.0,h,SUB: Winslow FOR Simons,Substitution,,0.0,472.0
2023-02-24,sac-vs-lac-0022200902,648.0,PT00M15.20S,4.0,1610612746.0,LAC,201566.0,Westbrook,R. Westbrook,25.0,20.0,3.0,Made,1.0,151.0,148.0,299.0,h,Westbrook 3' Driving Finger Roll Layup (12 PTS),Made Shot,Driving Finger Roll Layup Shot,1.0,469.0
2022-10-03,sac-vs-lal-0012200012,130.0,PT03M01.00S,1.0,1610612747.0,LAL,201976.0,Beverley,P. Beverley,0.0,0.0,0.0,,0.0,17.0,12.0,29.0,h,Beverley Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,1.0,91.0
2022-12-05,phx-vs-dal-0022200358,616.0,PT01M14.00S,4.0,1610612742.0,DAL,1626174.0,Wood,C. Wood,0.0,0.0,0.0,,0.0,,,0.0,h,Wood REBOUND (Off:3 Def:6),Rebound,Unknown,1.0,458.0
2022-10-21,orl-vs-atl-0022200020,387.0,PT07M43.00S,3.0,1610612753.0,ORL,1630591.0,Suggs,J. Suggs,0.0,0.0,0.0,,0.0,,,0.0,v,MISS Suggs Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,1.0,289.0
2022-11-02,bos-vs-cle-0022200107,415.0,PT06M25.00S,3.0,0.0,,1610612738.0,,,0.0,0.0,0.0,,0.0,,,0.0,v,Celtics Timeout: Regular (Reg.1 Short 0),Timeout,Regular,0.0,305.0
2022-10-04,uta-vs-por-0012200017,13.0,PT11M07.00S,1.0,1610612757.0,POR,203924.0,Grant,J. Grant,10.0,27.0,3.0,Missed,1.0,,,0.0,h,MISS Grant 3' Driving Hook Shot,Missed Shot,Driving Hook Shot,1.0,8.0
2022-12-23,mil-vs-bkn-0022200483,600.0,PT04M07.00S,4.0,1610612751.0,BKN,1627732.0,Simmons,B. Simmons,0.0,0.0,0.0,,0.0,,,0.0,h,Simmons REBOUND (Off:5 Def:5),Rebound,Unknown,1.0,434.0
2022-10-03,okc-vs-den-0012200011,74.0,PT06M43.00S,1.0,1610612760.0,OKC,1630197.0,Pokusevski,A. Pokusevski,0.0,0.0,0.0,,0.0,,,0.0,v,Pokusevski REBOUND (Off:0 Def:3),Rebound,Unknown,1.0,52.0
2022-11-14,sas-vs-gsw-0022200205,407.0,PT07M13.00S,3.0,1610612744.0,GSW,1629673.0,Poole,J. Poole,9.0,6.0,1.0,Missed,1.0,,,0.0,h,MISS Poole 1' Cutting Layup Shot,Missed Shot,Cutting Layup Shot,1.0,291.0
2022-11-23,dal-vs-bos-0022200264,540.0,PT02M32.00S,4.0,1610612742.0,DAL,1629029.0,Doncic,L. Doncic,0.0,0.0,0.0,,0.0,,,0.0,v,Doncic OFF.Foul (P3) (M.Smith),Foul,Offensive,1.0,397.0
2023-02-26,lal-vs-dal-0022200913,180.0,PT11M21.00S,2.0,1610612742.0,DAL,1626174.0,Wood,C. Wood,0.0,0.0,0.0,,0.0,,,0.0,h,Wood REBOUND (Off:0 Def:2),Rebound,Unknown,0.0,132.0
2023-02-11,den-vs-cha-0022200847,238.0,PT08M08.00S,2.0,1610612766.0,CHA,1628372.0,Smith Jr.,D. Smith Jr.,0.0,0.0,0.0,,0.0,,,0.0,h,Smith Jr. REBOUND (Off:0 Def:2),Rebound,Unknown,1.0,181.0
2023-02-02,gsw-vs-den-0022200783,572.0,PT07M45.00S,4.0,1610612743.0,DEN,203484.0,Caldwell-Pope,K. Caldwell-Pope,0.0,0.0,0.0,,0.0,,,0.0,h,Caldwell-Pope REBOUND (Off:1 Def:2),Rebound,Unknown,1.0,403.0
2022-11-13,okc-vs-nyk-0022200192,688.0,PT00M25.00S,4.0,1610612760.0,OKC,1630581.0,Giddey,J. Giddey,0.0,0.0,0.0,,0.0,135.0,145.0,280.0,v,Giddey Free Throw 2 of 2 (24 PTS),Free Throw,Free Throw 2 of 2,1.0,498.0
2023-01-30,gsw-vs-okc-0022200759,327.0,PT00M12.50S,2.0,1610612744.0,GSW,201939.0,Curry,S. Curry,0.0,0.0,0.0,,0.0,,,0.0,v,SUB: Kuminga FOR Curry,Substitution,,0.0,228.0
2022-10-05,tor-vs-bos-0012200020,458.0,PT01M38.00S,3.0,1610612738.0,BOS,1629684.0,Williams,G. Williams,0.0,0.0,0.0,,0.0,,,0.0,h,Williams REBOUND (Off:1 Def:4),Rebound,Unknown,1.0,347.0
2022-12-04,chi-vs-sac-0022200350,182.0,PT09M47.00S,2.0,1610612741.0,CHI,201942.0,DeRozan,D. DeRozan,0.0,0.0,0.0,,0.0,,,0.0,v,DeRozan Out of Bounds Lost Ball Turnover (P1.T6),Turnover,Out of Bounds Lost Ball Turnover,1.0,136.0
2023-01-08,uta-vs-mem-0022200600,574.0,PT09M26.00S,4.0,1610612763.0,MEM,1631113.0,Chandler,K. Chandler,-16.0,3.0,2.0,Made,1.0,104.0,95.0,199.0,h,Chandler 2' Running Layup (2 PTS) (Roddy 1 AST),Made Shot,Running Layup Shot,1.0,411.0
2023-01-13,okc-vs-chi-0022200636,454.0,PT03M15.00S,3.0,1610612760.0,OKC,1629026.0,Williams,K. Williams,-4.0,78.0,8.0,Made,1.0,81.0,91.0,172.0,v,K. Williams 8' Driving Floating Jump Shot (5 PTS) (Waters III 3 AST),Made Shot,Driving Floating Jump Shot,1.0,328.0
2023-03-02,tor-vs-was-0022200942,268.0,PT02M04.00S,2.0,1610612761.0,TOR,1627832.0,VanVleet,F. VanVleet,-37.0,11.0,4.0,Made,1.0,54.0,44.0,98.0,v,VanVleet 4' Driving Layup (6 PTS) (Siakam 4 AST),Made Shot,Driving Layup Shot,1.0,201.0
2023-02-02,mem-vs-cle-0022200779,175.0,PT00M47.10S,1.0,1610612739.0,CLE,201937.0,Rubio,R. Rubio,194.0,182.0,27.0,Missed,1.0,,,0.0,h,MISS Rubio 27' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1.0,138.0
2022-10-19,nop-vs-bkn-0022200006,146.0,PT01M55.00S,1.0,1610612740.0,NOP,1629627.0,Williamson,Z. Williamson,0.0,0.0,0.0,,0.0,,,0.0,v,Williamson REBOUND (Off:1 Def:3),Rebound,Unknown,1.0,112.0
2023-02-11,den-vs-cha-0022200847,458.0,PT05M04.00S,3.0,1610612766.0,CHA,1631109.0,Williams,M. Williams,0.0,0.0,0.0,,0.0,,,0.0,h,SUB: Smith Jr. FOR Williams,Substitution,,0.0,345.0
2022-12-02,lal-vs-mil-0022200331,572.0,PT08M41.00S,4.0,1610612747.0,LAL,203076.0,Davis,A. Davis,234.0,73.0,25.0,Made,1.0,108.0,112.0,220.0,v,Davis 25' 3PT Jump Shot (34 PTS) (James 9 AST),Made Shot,Jump Shot,1.0,384.0
2023-02-11,ind-vs-was-0022200849,495.0,PT09M55.00S,4.0,0.0,,1610612754.0,,,0.0,0.0,0.0,,0.0,,,0.0,v,Pacers Timeout: Regular (Reg.6 Short 0),Timeout,Regular,0.0,357.0
2023-03-10,bkn-vs-min-0022201001,160.0,PT00M54.30S,1.0,1610612750.0,MIN,1629638.0,Alexander-Walker,N. Alexander-Walker,0.0,0.0,0.0,,0.0,,,0.0,h,Alexander-Walker Out of Bounds - Bad Pass Turnover Turnover (P1.T4),Turnover,Out of Bounds - Bad Pass Turnover,1.0,120.0
2022-11-14,phx-vs-mia-0022200202,220.0,PT06M55.00S,2.0,1610612756.0,PHX,1628969.0,Bridges,M. Bridges,0.0,0.0,0.0,,0.0,,,0.0,v,Bridges REBOUND (Off:0 Def:2),Rebound,Unknown,1.0,161.0
2022-12-23,was-vs-sac-0022200491,593.0,PT06M55.00S,4.0,1610612758.0,SAC,1628989.0,Huerter,K. Huerter,124.0,253.0,28.0,Missed,1.0,,,0.0,h,MISS Huerter 28' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,437.0
2023-01-02,mia-vs-lac-0022200560,108.0,PT02M57.00S,1.0,1610612748.0,MIA,200768.0,Lowry,K. Lowry,0.0,0.0,0.0,,0.0,,,0.0,v,Lowry REBOUND (Off:1 Def:1),Rebound,Unknown,1.0,77.0
2022-11-27,cle-vs-det-0022200295,64.0,PT06M49.00S,1.0,1610612765.0,DET,1630180.0,Bey,S. Bey,0.0,0.0,0.0,,0.0,,,0.0,h,Bey BLOCK (1 BLK),,,1.0,46.0
2022-12-29,nyk-vs-sas-0022200527,684.0,PT00M22.20S,4.0,1610612752.0,NYK,203944.0,Randle,J. Randle,0.0,0.0,0.0,,0.0,,,0.0,v,Randle REBOUND (Off:3 Def:8),Rebound,Unknown,1.0,504.0
2022-12-15,mil-vs-mem-0022200425,269.0,PT06M11.00S,2.0,1610612749.0,MIL,203114.0,Middleton,K. Middleton,107.0,220.0,24.0,Missed,1.0,,,0.0,v,MISS Middleton 24' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1.0,194.0
2023-02-11,ind-vs-was-0022200849,342.0,PT09M29.00S,3.0,1610612764.0,WAS,204001.0,Porzingis,K. Porzingis,-37.0,89.0,10.0,Missed,1.0,,,0.0,h,MISS Porzingis 10' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1.0,239.0
2023-02-01,tor-vs-uta-0022200776,701.0,PT00M00.00S,4.0,1610612761.0,TOR,1630567.0,Barnes,S. Barnes,-28.0,16.0,3.0,Made,1.0,131.0,128.0,259.0,v,Barnes 3' Running Layup (18 PTS),Made Shot,Running Layup Shot,1.0,518.0
2023-02-15,dal-vs-den-0022200881,122.0,PT02M22.00S,1.0,1610612742.0,DAL,1629029.0,Doncic,L. Doncic,15.0,113.0,11.0,Made,1.0,23.0,20.0,43.0,v,Doncic 11' Turnaround Fadeaway (12 PTS),Made Shot,Turnaround Fadeaway shot,1.0,89.0
2023-01-12,cle-vs-por-0022200631,48.0,PT07M01.00S,1.0,1610612739.0,CLE,1630596.0,Mobley,E. Mobley,0.0,0.0,0.0,,0.0,,,0.0,v,Mobley S.FOUL (P1.T1) (S.Foster),Foul,Shooting,1.0,32.0
2023-03-01,chi-vs-det-0022200934,130.0,PT01M58.00S,1.0,1610612765.0,DET,1631093.0,Ivey,J. Ivey,0.0,0.0,0.0,,0.0,29.0,33.0,62.0,h,Ivey Free Throw 2 of 2 (8 PTS),Free Throw,Free Throw 2 of 2,1.0,88.0
2022-12-16,atl-vs-cha-0022200428,413.0,PT07M32.00S,3.0,1610612766.0,CHA,203486.0,Plumlee,M. Plumlee,0.0,0.0,0.0,,0.0,,,0.0,h,Plumlee S.FOUL (P4.T2) (M.Kogut),Foul,Shooting,1.0,289.0
2023-01-07,uta-vs-chi-0022200592,575.0,PT04M56.00S,4.0,1610612762.0,UTA,1630534.0,Agbaji,O. Agbaji,0.0,0.0,0.0,,0.0,,,0.0,v,SUB: Markkanen FOR Agbaji,Substitution,,0.0,421.0
2023-02-10,dal-vs-sac-0022200844,398.0,PT04M26.00S,3.0,1610612742.0,DAL,203501.0,Hardaway Jr.,T. Hardaway Jr.,0.0,0.0,0.0,,0.0,,,0.0,v,Hardaway Jr. REBOUND (Off:0 Def:6),Rebound,Unknown,1.0,282.0
2023-01-11,min-vs-det-0022200618,282.0,PT02M17.00S,2.0,1610612765.0,DET,1628995.0,Knox II,K. Knox II,-194.0,190.0,27.0,Missed,1.0,,,0.0,h,MISS Knox II 27' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,208.0
2022-11-04,tor-vs-dal-0022200127,478.0,PT01M56.00S,3.0,1610612761.0,TOR,203490.0,Porter Jr.,O. Porter Jr.,-97.0,241.0,26.0,Missed,1.0,,,0.0,v,MISS Porter Jr. 26' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,350.0
2023-01-11,nop-vs-bos-0022200621,290.0,PT00M25.80S,2.0,1610612740.0,NOP,1630230.0,Marshall,N. Marshall,0.0,0.0,0.0,,0.0,,,0.0,v,Marshall REBOUND (Off:0 Def:5),Rebound,Unknown,1.0,217.0
2022-11-25,det-vs-phx-0022200283,96.0,PT03M03.00S,1.0,1610612756.0,PHX,1629028.0,Ayton,D. Ayton,0.0,0.0,0.0,,0.0,,,0.0,h,Ayton REBOUND (Off:0 Def:3),Rebound,Unknown,1.0,71.0
2022-12-30,mia-vs-den-0022200535,551.0,PT06M10.00S,4.0,1610612743.0,DEN,1628971.0,Brown,B. Brown,0.0,0.0,0.0,,0.0,100.0,104.0,204.0,h,Brown Free Throw 2 of 2 (13 PTS),Free Throw,Free Throw 2 of 2,1.0,409.0
2023-01-04,okc-vs-orl-0022200566,359.0,PT11M08.00S,3.0,1610612760.0,OKC,1629652.0,Dort,L. Dort,0.0,0.0,0.0,,0.0,,,0.0,v,Dort STEAL (1 STL),,,1.0,263.0
2023-01-13,atl-vs-ind-0022200633,644.0,PT06M22.00S,4.0,1610612737.0,ATL,1630168.0,Okongwu,O. Okongwu,0.0,0.0,0.0,,0.0,,,0.0,v,Okongwu REBOUND (Off:7 Def:9),Rebound,Unknown,1.0,468.0
2023-02-01,bkn-vs-bos-0022200772,532.0,PT01M41.00S,4.0,1610612751.0,BKN,1630560.0,Thomas,C. Thomas,38.0,86.0,9.0,Missed,1.0,,,0.0,v,MISS Thomas 9' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,1.0,404.0
2022-11-18,det-vs-lal-0022200234,277.0,PT04M15.00S,2.0,1610612765.0,DET,202711.0,Bogdanovic,B. Bogdanovic,0.0,0.0,0.0,,0.0,,,0.0,v,MISS Bogdanovic Free Throw Technical,Free Throw,Free Throw Technical,1.0,196.0
2023-02-13,atl-vs-cha-0022200857,70.0,PT06M25.00S,1.0,1610612737.0,ATL,1629027.0,Young,T. Young,0.0,0.0,0.0,,0.0,20.0,11.0,31.0,v,Young Free Throw 1 of 2 (3 PTS),Free Throw,Free Throw 1 of 2,1.0,52.0
2023-01-07,lal-vs-sac-0022200595,227.0,PT08M36.00S,2.0,1610612758.0,SAC,1628368.0,Fox,D. Fox,-39.0,130.0,14.0,Missed,1.0,,,0.0,h,MISS Fox 14' Turnaround Fadeaway Shot,Missed Shot,Turnaround Fadeaway shot,1.0,159.0
2022-11-13,uta-vs-phi-0022200195,288.0,PT03M43.00S,2.0,1610612755.0,PHI,203954.0,Embiid,J. Embiid,0.0,0.0,0.0,,0.0,44.0,50.0,94.0,h,Embiid Free Throw 2 of 2 (19 PTS),Free Throw,Free Throw 2 of 2,1.0,220.0
2022-12-06,det-vs-mia-0022200361,270.0,PT02M33.00S,2.0,1610612765.0,DET,1630165.0,Hayes,K. Hayes,-145.0,126.0,19.0,Missed,1.0,,,0.0,v,MISS Hayes 19' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1.0,198.0
2023-02-27,orl-vs-nop-0022200922,233.0,PT06M40.00S,2.0,1610612740.0,NOP,1630530.0,Murphy III,T. Murphy III,0.0,0.0,0.0,,0.0,,,0.0,h,Murphy III S.FOUL (P1.T3) (P.Fraher),Foul,Shooting,1.0,171.0
2022-10-06,adl-vs-okc-0012200025,365.0,PT10M05.00S,3.0,15019.0,ADL,196294102.0,Cleveland,A. Cleveland,20.0,8.0,2.0,Missed,1.0,,,0.0,v,MISS Cleveland 2' Jump Shot,Missed Shot,Jump Shot,1.0,255.0
2022-12-02,den-vs-atl-0022200327,314.0,PT07M55.00S,3.0,1610612743.0,DEN,203932.0,Gordon,A. Gordon,0.0,0.0,0.0,,0.0,,,0.0,v,Gordon REBOUND (Off:0 Def:3),Rebound,Unknown,1.0,231.0
2022-11-12,bkn-vs-lac-0022200184,278.0,PT05M24.00S,2.0,1610612746.0,LAC,1627826.0,Zubac,I. Zubac,0.0,0.0,0.0,,0.0,,,0.0,h,MISS Zubac Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,1.0,201.0
2022-11-02,atl-vs-nyk-0022200110,322.0,PT02M22.00S,2.0,0.0,,1610612752.0,,,0.0,0.0,0.0,,0.0,,,0.0,h,KNICKS Timeout: Regular (Full 3 Short 0),Timeout,Regular,0.0,241.0
2022-11-06,chi-vs-tor-0022200141,15.0,PT11M09.00S,1.0,1610612741.0,CHI,1630172.0,Williams,P. Williams,0.0,0.0,0.0,,0.0,,,0.0,v,Williams BLOCK (1 BLK),,,1.0,10.0
2022-11-04,cle-vs-det-0022200120,435.0,PT04M04.00S,3.0,1610612765.0,DET,1631093.0,Ivey,J. Ivey,0.0,0.0,0.0,,0.0,,,0.0,h,Ivey S.FOUL (P4.PN) (B.Schwab),Foul,Shooting,1.0,314.0
2022-11-14,tor-vs-det-0022200199,354.0,PT11M25.00S,3.0,1610612761.0,TOR,201152.0,Young,T. Young,0.0,0.0,0.0,,0.0,51.0,59.0,110.0,v,Young Free Throw 1 of 2 (3 PTS),Free Throw,Free Throw 1 of 2,1.0,254.0
2023-01-31,cha-vs-mil-0022200767,589.0,PT10M22.00S,4.0,1610612749.0,MIL,203114.0,Middleton,K. Middleton,0.0,0.0,0.0,,0.0,,,0.0,h,SUB: Holiday FOR Middleton,Substitution,,0.0,432.0
2022-10-24,tor-vs-mia-0022200045,581.0,PT03M52.00S,4.0,1610612748.0,MIA,1629639.0,Herro,T. Herro,0.0,0.0,0.0,,0.0,,,0.0,h,Herro REBOUND (Off:1 Def:14),Rebound,Unknown,1.0,439.0
2023-01-21,hou-vs-min-0022200696,272.0,PT04M49.00S,2.0,1610612750.0,MIN,1630162.0,Edwards,A. Edwards,-69.0,243.0,25.0,Missed,1.0,,,0.0,h,MISS Edwards 25' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1.0,202.0
2022-12-07,okc-vs-mem-0022200368,353.0,PT01M17.00S,2.0,1610612760.0,OKC,1630544.0,Mann,T. Mann,0.0,0.0,0.0,,0.0,,,0.0,v,SUB: Joe FOR Mann,Substitution,,0.0,267.0
2022-10-22,det-vs-ind-0022200029,86.0,PT06M09.00S,1.0,1610612765.0,DET,1630595.0,Cunningham,C. Cunningham,13.0,56.0,6.0,Missed,1.0,,,0.0,v,MISS Cunningham 6' Driving Layup,Missed Shot,Driving Layup Shot,1.0,63.0
2022-12-25,lal-vs-dal-0022200494,203.0,PT06M56.00S,2.0,1610612747.0,LAL,1628972.0,Brown Jr.,T. Brown Jr.,0.0,0.0,0.0,,0.0,,,0.0,v,SUB: Beverley FOR Brown Jr.,Substitution,,0.0,153.0
2023-02-01,gsw-vs-min-0022200774,318.0,PT00M14.10S,2.0,1610612744.0,GSW,201939.0,Curry,S. Curry,154.0,209.0,26.0,Made,1.0,60.0,71.0,131.0,v,Curry 26' 3PT Pullup Jump Shot (21 PTS),Made Shot,Pullup Jump shot,1.0,234.0
2022-12-11,mil-vs-hou-0022200401,663.0,PT00M14.80S,4.0,1610612749.0,MIL,1626171.0,Portis,B. Portis,118.0,236.0,26.0,Missed,1.0,,,0.0,v,MISS Portis 26' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,485.0
2023-01-06,por-vs-ind-0022200580,28.0,PT10M06.00S,1.0,1610612754.0,IND,1626167.0,Turner,M. Turner,0.0,0.0,0.0,,0.0,,,0.0,h,Turner S.FOUL (P1.T2) (D.Collins),Foul,Shooting,1.0,20.0
2023-01-22,lac-vs-dal-0022200701,49.0,PT07M44.00S,1.0,1610612746.0,LAC,1627826.0,Zubac,I. Zubac,0.0,0.0,0.0,,0.0,,,0.0,v,Zubac REBOUND (Off:2 Def:2),Rebound,Unknown,1.0,35.0
2022-12-23,dal-vs-hou-0022200487,321.0,PT01M27.00S,2.0,1610612742.0,DAL,203501.0,Hardaway Jr.,T. Hardaway Jr.,0.0,0.0,0.0,,0.0,,,0.0,v,Hardaway Jr. P.FOUL (P2.PN) (B.Forte),Foul,Personal,1.0,229.0
2022-12-28,uta-vs-gsw-0022200521,406.0,PT06M04.00S,3.0,1610612744.0,GSW,1629673.0,Poole,J. Poole,-195.0,183.0,27.0,Missed,1.0,,,0.0,h,MISS Poole 27' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,291.0
2023-01-10,phx-vs-gsw-0022200615,560.0,PT10M23.00S,4.0,1610612744.0,GSW,203952.0,Wiggins,A. Wiggins,0.0,0.0,0.0,,0.0,,,0.0,h,Wiggins STEAL (2 STL),,,1.0,400.0
2023-01-01,bos-vs-den-0022200549,245.0,PT04M43.00S,2.0,0.0,,1610612743.0,,,0.0,0.0,0.0,,0.0,,,0.0,h,NUGGETS Rebound,Rebound,Unknown,0.0,181.0
2022-12-04,bos-vs-bkn-0022200346,410.0,PT02M26.00S,3.0,1610612751.0,BKN,1626220.0,O'Neale,R. O'Neale,0.0,0.0,0.0,,0.0,,,0.0,h,O'Neale REBOUND (Off:0 Def:3),Rebound,Unknown,1.0,314.0
2022-10-21,orl-vs-atl-0022200020,158.0,PT00M00.80S,1.0,1610612737.0,ATL,1629027.0,Young,T. Young,0.0,0.0,0.0,,0.0,,,0.0,h,Young Out of Bounds - Bad Pass Turnover Turnover (P2.T6),Turnover,Out of Bounds - Bad Pass Turnover,1.0,121.0
2023-03-03,mem-vs-den-0022200952,58.0,PT07M17.00S,1.0,1610612743.0,DEN,203932.0,Gordon,A. Gordon,0.0,0.0,0.0,,0.0,,,0.0,h,Gordon S.FOUL (P1.T2) (B.Barnaky),Foul,Shooting,1.0,40.0
2022-12-14,det-vs-cha-0022200414,559.0,PT10M43.00S,4.0,1610612766.0,CHA,1630163.0,Ball,L. Ball,-225.0,3.0,0.0,Made,1.0,105.0,110.0,215.0,h,Ball 3PT Fadeaway Jumper (23 PTS) (Jones 1 AST),Made Shot,Fadeaway Jump Shot,1.0,412.0
2022-10-26,ind-vs-chi-0022200061,589.0,PT07M14.00S,4.0,1610612754.0,IND,1630169.0,Haliburton,T. Haliburton,-21.0,11.0,2.0,Made,1.0,112.0,99.0,211.0,v,Haliburton 2' Running Layup (17 PTS),Made Shot,Running Layup Shot,1.0,414.0
2022-10-05,tor-vs-bos-0012200020,646.0,PT02M42.00S,5.0,1610612738.0,BOS,1630202.0,Pritchard,P. Pritchard,-123.0,260.0,29.0,Missed,1.0,,,0.0,h,MISS Pritchard 29' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,481.0
2023-03-04,det-vs-cle-0022200957,536.0,PT10M48.00S,4.0,1610612765.0,DET,1630647.0,Omoruyi,E. Omoruyi,147.0,216.0,26.0,Missed,1.0,,,0.0,v,MISS Omoruyi 26' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,400.0
2022-10-02,cha-vs-bos-0012200005,251.0,PT07M32.00S,2.0,1610612766.0,CHA,1630208.0,Richards,N. Richards,0.0,0.0,0.0,,0.0,,,0.0,v,SUB: Plumlee FOR Richards,Substitution,,0.0,192.0
2023-02-25,nop-vs-nyk-0022200906,230.0,PT06M04.00S,2.0,1610612740.0,NOP,1627742.0,Ingram,B. Ingram,-119.0,227.0,26.0,Missed,1.0,,,0.0,v,MISS Ingram 26' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1.0,172.0
2022-10-21,bos-vs-mia-0022200022,377.0,PT06M03.00S,3.0,1610612748.0,MIA,200768.0,Lowry,K. Lowry,0.0,0.0,0.0,,0.0,70.0,69.0,139.0,h,Lowry Free Throw 1 of 2 (14 PTS),Free Throw,Free Throw 1 of 2,1.0,277.0
2022-10-12,bkn-vs-mil-0012200056,17.0,PT10M34.00S,1.0,1610612749.0,MIL,1628975.0,Carter,J. Carter,0.0,0.0,0.0,,0.0,,,0.0,h,Carter Step Out of Bounds Turnover (P1.T1),Turnover,Step Out of Bounds Turnover,1.0,10.0
2023-02-16,mil-vs-chi-0022200883,378.0,PT07M19.00S,3.0,1610612741.0,CHI,202696.0,Vucevic,N. Vucevic,-6.0,8.0,1.0,Made,1.0,60.0,70.0,130.0,h,Vucevic 1' Driving Layup (11 PTS),Made Shot,Driving Layup Shot,1.0,274.0
2022-11-19,orl-vs-ind-0022200236,261.0,PT05M27.00S,2.0,1610612753.0,ORL,1630591.0,Suggs,J. Suggs,123.0,43.0,13.0,Made,1.0,34.0,42.0,76.0,v,Suggs 13' Fadeaway Jumper (7 PTS),Made Shot,Fadeaway Jump Shot,1.0,195.0
2023-03-03,phx-vs-chi-0022200950,87.0,PT04M50.00S,1.0,1610612756.0,PHX,1626164.0,Booker,D. Booker,-230.0,1.0,0.0,Made,1.0,19.0,29.0,48.0,v,Booker 3PT Jump Shot (7 PTS) (Paul 4 AST),Made Shot,Jump Shot,1.0,64.0
2023-01-22,lac-vs-dal-0022200701,534.0,PT06M52.00S,4.0,1610612746.0,LAC,202704.0,Jackson,R. Jackson,0.0,0.0,0.0,,0.0,,,0.0,v,Jackson S.FOUL (P3.PN) (A.Moyer-Gleich),Foul,Shooting,1.0,393.0
2023-02-24,mia-vs-mil-0022200897,287.0,PT03M28.00S,2.0,1610612748.0,MIA,1629639.0,Herro,T. Herro,0.0,0.0,0.0,,0.0,,,0.0,v,Herro S.FOUL (P1.T3) (K.Cutler),Foul,Shooting,1.0,212.0
2023-01-05,uta-vs-hou-0022200578,441.0,PT05M48.00S,3.0,1610612745.0,HOU,1630578.0,Sengun,A. Sengun,-11.0,17.0,2.0,Made,1.0,75.0,78.0,153.0,h,Sengun 2' Dunk (17 PTS),Made Shot,Dunk Shot,1.0,325.0
2023-01-06,cle-vs-den-0022200588,319.0,PT02M52.00S,2.0,1610612739.0,CLE,201567.0,Love,K. Love,238.0,32.0,24.0,Missed,1.0,,,0.0,v,MISS Love 24' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,226.0
