Date,Detail Path,Action Number,Clock,Period,Team ID,Team Tricode,Person Id,Player Name,Player Init,xLegacy,yLegacy,Shot Distance,Shot Result,Field Goal,Score Home,Score Away,Points Total,Location,Description,Action Type,Sub-Type,Video Available,Action Id
2022-11-07,mil-vs-atl-0022200149,360.0,PT09M31.00S,3.0,1610612737.0,ATL,1628381.0,Collins,J. Collins,0.0,0.0,0.0,,0.0,,,0.0,h,Collins REBOUND (Off:0 Def:1),Rebound,Unknown,1.0,261.0
2022-10-26,ind-vs-chi-0022200061,506.0,PT00M44.90S,3.0,1610612754.0,IND,1627741.0,Hield,B. Hield,-197.0,-8.0,20.0,Missed,1.0,,,0.0,v,MISS Hield 20' Jump Shot,Missed Shot,Jump Shot,1.0,358.0
2022-12-18,gsw-vs-tor-0022200448,304.0,PT01M53.00S,2.0,1610612761.0,TOR,1630567.0,Barnes,S. Barnes,0.0,0.0,0.0,,0.0,,,0.0,h,Barnes REBOUND (Off:1 Def:2),Rebound,Unknown,1.0,219.0
2022-11-20,det-vs-sac-0022200242,98.0,PT04M35.00S,1.0,1610612765.0,DET,1631093.0,Ivey,J. Ivey,0.0,0.0,0.0,,0.0,,,0.0,v,Ivey S.FOUL (P2.PN) (A.Moyer-Gleich),Foul,Shooting,1.0,69.0
2022-10-26,atl-vs-det-0022200057,282.0,PT02M08.00S,2.0,1610612765.0,DET,202711.0,Bogdanovic,B. Bogdanovic,0.0,0.0,0.0,,0.0,,,0.0,h,Bogdanovic Offensive Foul Turnover (P2.T6),Turnover,Offensive Foul Turnover,1.0,209.0
2022-11-05,por-vs-phx-0022200139,608.0,PT04M34.00S,4.0,1610612756.0,PHX,1629006.0,Okogie,J. Okogie,0.0,0.0,0.0,,0.0,,,0.0,h,Okogie REBOUND (Off:0 Def:3),Rebound,Unknown,1.0,444.0
2023-03-01,orl-vs-mil-0022200939,456.0,PT03M00.00S,3.0,1610612749.0,MIL,204060.0,Ingles,J. Ingles,228.0,15.0,0.0,Made,1.0,96.0,86.0,182.0,h,Ingles 3PT Jump Shot (14 PTS) (Holiday 8 AST),Made Shot,Jump Shot,1.0,335.0
2022-11-23,lac-vs-gsw-0022200271,90.0,PT04M06.00S,1.0,1610612746.0,LAC,202694.0,Morris Sr.,M. Morris Sr.,0.0,0.0,0.0,,0.0,,,0.0,v,Morris Sr. S.FOUL (P1.T3) (L.Wood),Foul,Shooting,1.0,63.0
2022-12-29,lac-vs-bos-0022200525,463.0,PT12M00.00S,4.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,84.0,85.0,169.0,,Start of 4th Period (9:16 PM EST),period,start,0.0,338.0
2023-02-06,lac-vs-bkn-0022200810,353.0,PT07M21.00S,3.0,1610612746.0,LAC,1627826.0,Zubac,I. Zubac,0.0,0.0,0.0,,0.0,,,0.0,v,Zubac S.FOUL (P3.PN) (J.Goldenberg),Foul,Shooting,1.0,262.0
2023-01-04,det-vs-gsw-0022200573,62.0,PT05M30.00S,1.0,1610612765.0,DET,202711.0,Bogdanovic,B. Bogdanovic,-2.0,96.0,10.0,Missed,1.0,,,0.0,v,MISS Bogdanovic 10' Turnaround Fadeaway Shot,Missed Shot,Turnaround Fadeaway shot,1.0,43.0
2023-03-01,nop-vs-por-0022200941,387.0,PT06M48.00S,3.0,1610612757.0,POR,203924.0,Grant,J. Grant,0.0,0.0,0.0,,0.0,69.0,67.0,136.0,h,Grant Free Throw 2 of 2 (17 PTS),Free Throw,Free Throw 2 of 2,1.0,292.0
2022-12-16,bkn-vs-tor-0022200433,144.0,PT00M03.20S,1.0,1610612761.0,TOR,1627783.0,Siakam,P. Siakam,-42.0,262.0,27.0,Missed,1.0,,,0.0,h,MISS Siakam 27' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1.0,106.0
2022-10-09,nop-vs-sas-0012200039,621.0,PT05M40.00S,4.0,1610612759.0,SAS,1628993.0,Johnson,A. Johnson,0.0,16.0,2.0,Made,1.0,81.0,101.0,182.0,h,Johnson 2' Reverse Layup (4 PTS) (Branham 2 AST),Made Shot,Reverse Layup Shot,1.0,456.0
2022-10-25,gsw-vs-phx-0022200055,149.0,PT01M59.00S,1.0,1610612756.0,PHX,1626164.0,Booker,D. Booker,0.0,0.0,0.0,,0.0,,,0.0,h,Booker REBOUND (Off:1 Def:1),Rebound,Unknown,1.0,116.0
2022-10-18,phi-vs-bos-0022200001,405.0,PT06M47.00S,3.0,1610612738.0,BOS,1627759.0,Brown,J. Brown,4.0,22.0,2.0,Made,1.0,78.0,72.0,150.0,h,Brown 2' Running Dunk (22 PTS),Made Shot,Running Dunk Shot,1.0,297.0
2022-12-26,cha-vs-por-0022200504,532.0,PT10M32.00S,4.0,1610612766.0,CHA,1629667.0,McDaniels,J. McDaniels,-25.0,39.0,5.0,Missed,1.0,,,0.0,v,MISS McDaniels 5' Running Layup,Missed Shot,Running Layup Shot,1.0,394.0
2022-12-31,lac-vs-ind-0022200538,225.0,PT06M03.00S,2.0,1610612754.0,IND,1631097.0,Mathurin,B. Mathurin,44.0,35.0,6.0,Made,1.0,49.0,39.0,88.0,h,Mathurin 6' Driving Floating Bank Jump Shot (9 PTS),Made Shot,Driving Floating Bank Jump Shot,1.0,168.0
2023-03-07,mem-vs-lal-0022200984,304.0,PT03M04.00S,2.0,1610612763.0,MEM,1628379.0,Kennard,L. Kennard,0.0,0.0,0.0,,0.0,43.0,47.0,90.0,v,Kennard Free Throw 2 of 2 (4 PTS),Free Throw,Free Throw 2 of 2,1.0,218.0
2022-10-08,atl-vs-mil-0012200036,196.0,PT08M46.00S,2.0,1610612737.0,ATL,1630168.0,Okongwu,O. Okongwu,-235.0,12.0,24.0,Missed,1.0,,,0.0,v,MISS Okongwu 24' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,143.0
2023-02-26,was-vs-chi-0022200912,117.0,PT02M29.00S,1.0,1610612764.0,WAS,203078.0,Beal,B. Beal,-1.0,1.0,0.0,Made,1.0,19.0,23.0,42.0,v,Beal Running Dunk (7 PTS),Made Shot,Running Dunk Shot,1.0,83.0
2023-02-05,tor-vs-mem-0022200805,617.0,PT04M36.00S,4.0,1610612761.0,TOR,201152.0,Young,T. Young,0.0,0.0,0.0,,0.0,,,0.0,v,SUB: Trent Jr. FOR Young,Substitution,,0.0,447.0
2023-01-07,uta-vs-chi-0022200592,165.0,PT10M56.00S,2.0,1610612741.0,CHI,1629632.0,White,C. White,0.0,0.0,0.0,,0.0,,,0.0,h,White REBOUND (Off:0 Def:1),Rebound,Unknown,1.0,124.0
2022-11-23,den-vs-okc-0022200268,228.0,PT07M31.00S,2.0,1610612743.0,DEN,1631128.0,Braun,C. Braun,0.0,0.0,0.0,,0.0,,,0.0,v,SUB: Caldwell-Pope FOR Braun,Substitution,,0.0,164.0
2023-01-31,mia-vs-cle-0022200764,571.0,PT04M41.00S,4.0,1610612748.0,MIA,1629216.0,Vincent,G. Vincent,-168.0,235.0,29.0,Made,1.0,87.0,92.0,179.0,v,Vincent 29' 3PT Jump Shot (9 PTS) (Martin 1 AST),Made Shot,Jump Shot,1.0,401.0
2023-03-03,min-vs-lal-0022200955,493.0,PT01M18.00S,3.0,1610612747.0,LAL,1630559.0,Reaves,A. Reaves,-18.0,139.0,14.0,Made,1.0,76.0,83.0,159.0,h,Reaves 14' Pullup Jump Shot (6 PTS),Made Shot,Pullup Jump shot,1.0,359.0
2023-01-06,nyk-vs-tor-0022200582,217.0,PT06M28.00S,2.0,0.0,,1610612752.0,,,0.0,0.0,0.0,,0.0,,,0.0,v,Knicks Rebound,Rebound,Normal Rebound,0.0,162.0
2022-11-26,okc-vs-hou-0022200287,472.0,PT12M00.00S,4.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,95.0,73.0,168.0,,Start of 4th Period (9:53 PM EST),period,start,0.0,351.0
2022-11-13,uta-vs-phi-0022200195,41.0,PT08M05.00S,1.0,1610612762.0,UTA,203482.0,Olynyk,K. Olynyk,-245.0,34.0,25.0,Missed,1.0,,,0.0,v,MISS Olynyk 25' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,32.0
2023-01-18,cle-vs-mem-0022200672,69.0,PT06M10.00S,1.0,0.0,,1610612739.0,,,0.0,0.0,0.0,,0.0,,,0.0,v,Cavaliers Turnover: Shot Clock (T#1),Turnover,Shot Clock Turnover,1.0,57.0
2023-01-05,bos-vs-dal-0022200577,148.0,PT00M46.60S,1.0,1610612738.0,BOS,1628369.0,Tatum,J. Tatum,0.0,0.0,0.0,,0.0,,,0.0,v,SUB: Smart FOR Tatum,Substitution,,0.0,110.0
2023-01-22,okc-vs-den-0022200702,31.0,PT08M41.00S,1.0,1610612743.0,DEN,1627750.0,Murray,J. Murray,38.0,17.0,4.0,Made,1.0,6.0,9.0,15.0,h,Murray 4' Finger Roll Layup (2 PTS),Made Shot,Finger Roll Layup Shot,1.0,23.0
2023-01-20,lac-vs-sas-0022200687,278.0,PT00M15.90S,2.0,1610612746.0,LAC,1627826.0,Zubac,I. Zubac,0.0,0.0,0.0,,0.0,,,0.0,v,Zubac S.FOUL (P2.PN) (S.Foster),Foul,Shooting,1.0,200.0
2022-10-13,mem-vs-det-0012200060,544.0,PT02M46.00S,3.0,1610612763.0,MEM,1631223.0,Roddy,D. Roddy,-188.0,194.0,27.0,Missed,1.0,,,0.0,v,MISS Roddy 27' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,408.0
2022-10-10,hou-vs-mia-0012200045,674.0,PT03M35.00S,4.0,1610612745.0,HOU,1626246.0,Marjanovic,B. Marjanovic,0.0,0.0,0.0,,0.0,,,0.0,v,Marjanovic BLOCK (1 BLK),,,1.0,497.0
2022-10-02,uta-vs-tor-0012200006,529.0,PT12M00.00S,4.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,82.0,64.0,146.0,,Start of 4th Period (7:54 PM EST),period,start,0.0,390.0
2023-03-09,hou-vs-ind-0022200993,332.0,PT00M00.00S,2.0,0.0,,1610612745.0,,,0.0,0.0,0.0,,0.0,,,0.0,v,Rockets Rebound,Rebound,Unknown,0.0,251.0
2023-02-28,was-vs-atl-0022200923,451.0,PT00M05.70S,3.0,1610612764.0,WAS,201959.0,Gibson,T. Gibson,-38.0,247.0,25.0,Missed,1.0,,,0.0,v,MISS Gibson 25' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,339.0
2022-11-23,bkn-vs-tor-0022200266,397.0,PT08M16.00S,3.0,1610612751.0,BKN,1627732.0,Simmons,B. Simmons,-4.0,1.0,0.0,Made,1.0,57.0,70.0,127.0,v,Simmons Running Dunk (10 PTS) (Claxton 2 AST),Made Shot,Running Dunk Shot,1.0,292.0
2022-12-23,mil-vs-bkn-0022200483,462.0,PT02M35.00S,3.0,1610612751.0,BKN,202681.0,Irving,K. Irving,0.0,0.0,0.0,,0.0,,,0.0,h,SUB: Watanabe FOR Irving,Substitution,,0.0,332.0
2022-12-23,ind-vs-mia-0022200486,300.0,PT01M18.00S,2.0,1610612754.0,IND,1629052.0,Brissett,O. Brissett,0.0,0.0,0.0,,0.0,,,0.0,v,Brissett REBOUND (Off:1 Def:1),Rebound,Unknown,1.0,219.0
2022-11-09,hou-vs-tor-0022200165,309.0,PT02M59.00S,2.0,1610612761.0,TOR,1628384.0,Anunoby,O. Anunoby,-1.0,6.0,1.0,Made,1.0,49.0,52.0,101.0,h,Anunoby 1' Alley Oop Dunk (18 PTS) (Barnes 1 AST),Made Shot,Alley Oop Dunk Shot,1.0,228.0
2022-11-25,was-vs-mia-0022200277,17.0,PT10M24.00S,1.0,1610612764.0,WAS,1630166.0,Avdija,D. Avdija,20.0,0.0,2.0,Made,1.0,4.0,6.0,10.0,v,Avdija 2' Reverse Layup (2 PTS) (Kuzma 2 AST),Made Shot,Reverse Layup Shot,1.0,10.0
2023-01-13,hou-vs-sac-0022200640,167.0,PT00M00.10S,1.0,0.0,,1610612745.0,,,0.0,0.0,0.0,,0.0,,,0.0,v,Rockets Rebound,Rebound,Unknown,1.0,128.0
2022-12-14,nyk-vs-chi-0022200418,76.0,PT05M58.00S,1.0,1610612752.0,NYK,203944.0,Randle,J. Randle,0.0,0.0,0.0,,0.0,10.0,17.0,27.0,v,Randle Free Throw 1 of 1 (9 PTS),Free Throw,Free Throw 1 of 1,1.0,52.0
2022-10-05,ind-vs-cha-0012200018,543.0,PT01M55.00S,3.0,1610612766.0,CHA,1630208.0,Richards,N. Richards,0.0,0.0,0.0,,0.0,,,0.0,h,Richards Transition Take Foul (P3.T3) (L.Holtkamp),Foul                                    ,Transition Take,1.0,414.0
2022-11-25,lal-vs-sas-0022200282,376.0,PT08M02.00S,3.0,1610612747.0,LAL,203471.0,Schroder,D. Schroder,16.0,248.0,25.0,Missed,1.0,,,0.0,v,MISS Schroder 25' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,278.0
2022-12-21,ind-vs-bos-0022200469,225.0,PT08M04.00S,2.0,1610612754.0,IND,1630188.0,Smith,J. Smith,0.0,0.0,0.0,,0.0,,,0.0,v,Smith REBOUND (Off:0 Def:1),Rebound,Unknown,1.0,166.0
2022-11-30,hou-vs-den-0022200320,255.0,PT06M33.00S,2.0,1610612745.0,HOU,1630578.0,Sengun,A. Sengun,0.0,0.0,0.0,,0.0,,,0.0,v,Sengun REBOUND (Off:1 Def:2),Rebound,Unknown,1.0,187.0
2022-10-31,det-vs-mil-0022200100,531.0,PT10M42.00S,4.0,1610612765.0,DET,1631093.0,Ivey,J. Ivey,-88.0,242.0,26.0,Missed,1.0,,,0.0,v,MISS Ivey 26' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1.0,394.0
2022-10-03,por-vs-lac-0012200013,120.0,PT02M33.00S,1.0,1610612746.0,LAC,202322.0,Wall,J. Wall,66.0,150.0,16.0,Missed,1.0,,,0.0,h,MISS Wall 16' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1.0,92.0
2022-11-20,sas-vs-lal-0022200247,556.0,PT07M10.00S,4.0,1610612747.0,LAL,1628972.0,Brown Jr.,T. Brown Jr.,0.0,0.0,0.0,,0.0,,,0.0,h,Brown Jr. Traveling Turnover (P2.T10),Turnover,Traveling,1.0,393.0
2022-12-06,det-vs-mia-0022200361,616.0,PT00M21.60S,4.0,1610612765.0,DET,1630191.0,Stewart,I. Stewart,-7.0,71.0,7.0,Made,1.0,96.0,116.0,212.0,v,Stewart 7' Turnaround Hook Shot (11 PTS) (Bogdanovic 5 AST),Made Shot,Turnaround Hook Shot,1.0,453.0
2022-10-07,ind-vs-nyk-0012200030,150.0,PT01M56.00S,1.0,1610612752.0,NYK,1630193.0,Quickley,I. Quickley,-97.0,125.0,16.0,Missed,1.0,,,0.0,h,MISS Quickley 16' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1.0,112.0
2022-10-02,cha-vs-bos-0012200005,689.0,PT02M01.00S,4.0,0.0,,1610612766.0,,,0.0,0.0,0.0,,0.0,,,0.0,v,Hornets Rebound,Rebound,Normal Rebound,0.0,508.0
2022-12-19,orl-vs-atl-0022200454,472.0,PT00M00.00S,3.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,104.0,94.0,198.0,,End of 3rd Period (9:14 PM EST),period,end,1.0,349.0
2023-03-04,phi-vs-mil-0022200960,362.0,PT06M15.00S,3.0,1610612749.0,MIL,201572.0,Lopez,B. Lopez,2.0,71.0,7.0,Missed,1.0,,,0.0,h,MISS Lopez 7' Floating Jump Shot,Missed Shot,Floating Jump shot,1.0,262.0
2022-12-02,tor-vs-bkn-0022200329,367.0,PT00M00.00S,2.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,72.0,49.0,121.0,,End of 2nd Period (8:44 PM EST),period,end,1.0,268.0
2023-01-06,was-vs-okc-0022200584,435.0,PT04M09.00S,3.0,1610612764.0,WAS,204001.0,Porzingis,K. Porzingis,0.0,0.0,0.0,,0.0,,,0.0,v,SUB: Gafford FOR Porzingis,Substitution,,0.0,314.0
2023-02-17,jkm-vs-pau-0032200006,84.0,PT00M00.00S,1.0,1610616849.0,JKM,1629656.0,Grimes,Q. Grimes,146.0,262.0,30.0,Made,1.0,16.0,16.0,32.0,v,Grimes 30' 3PT Pullup Jump Shot (12 PTS),Made Shot,Pullup Jump shot,1.0,64.0
2022-12-28,lal-vs-mia-0022200518,178.0,PT09M49.00S,2.0,1610612747.0,LAL,2544.0,James,L. James,0.0,0.0,0.0,,0.0,,,0.0,v,James Offensive Charge Foul (P2) (N.Sago),Foul,Offensive Charge,1.0,134.0
2022-11-27,mia-vs-atl-0022200293,256.0,PT03M45.00S,2.0,1610612748.0,MIA,1629639.0,Herro,T. Herro,0.0,0.0,0.0,,0.0,,,0.0,v,Herro STEAL (1 STL),,,1.0,192.0
2022-11-22,det-vs-den-0022200258,640.0,PT00M46.10S,4.0,1610612743.0,DEN,203999.0,Jokic,N. Jokic,0.0,0.0,0.0,,0.0,104.0,108.0,212.0,h,Jokic Free Throw 1 of 2 (28 PTS),Free Throw,Free Throw 1 of 2,1.0,475.0
2022-11-12,atl-vs-phi-0022200188,154.0,PT01M29.00S,1.0,1610612737.0,ATL,1629027.0,Young,T. Young,0.0,0.0,0.0,,0.0,30.0,19.0,49.0,v,Young Free Throw 2 of 2 (8 PTS),Free Throw,Free Throw 2 of 2,1.0,113.0
2022-12-08,lac-vs-mia-0022200374,385.0,PT03M58.00S,3.0,1610612748.0,MIA,1628997.0,Martin,C. Martin,230.0,27.0,0.0,Missed,1.0,,,0.0,h,MISS Martin 3PT Jump Shot,Missed Shot,Jump Shot,1.0,285.0
2022-12-17,por-vs-hou-0022200441,161.0,PT00M37.20S,1.0,1610612745.0,HOU,1631102.0,Washington Jr.,T. Washington Jr.,-234.0,38.0,24.0,Missed,1.0,,,0.0,h,MISS Washington Jr. 24' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,126.0
2022-12-12,cle-vs-sas-0022200406,55.0,PT06M41.00S,1.0,1610612759.0,SAS,1629676.0,Roby,I. Roby,0.0,0.0,0.0,,0.0,,,0.0,h,SUB: Richardson FOR Roby,Substitution,,0.0,47.0
2023-02-13,bkn-vs-nyk-0022200862,78.0,PT04M58.00S,1.0,1610612752.0,NYK,1628973.0,Brunson,J. Brunson,161.0,191.0,25.0,Made,1.0,15.0,14.0,29.0,h,Brunson 25' 3PT Step Back Jump Shot (3 PTS),Made Shot,Step Back Jump shot,1.0,62.0
2022-11-18,phx-vs-uta-0022200232,495.0,PT02M15.00S,3.0,1610612756.0,PHX,1626164.0,Booker,D. Booker,0.0,0.0,0.0,,0.0,101.0,97.0,198.0,v,Booker Free Throw 2 of 2 (33 PTS),Free Throw,Free Throw 2 of 2,1.0,347.0
2022-10-05,cle-vs-phi-0012200019,266.0,PT04M54.00S,2.0,1610612755.0,PHI,201935.0,Harden,J. Harden,0.0,0.0,0.0,,0.0,,,0.0,h,Harden REBOUND (Off:0 Def:1),Rebound,Unknown,1.0,185.0
2022-11-17,sas-vs-sac-0022200222,292.0,PT02M16.00S,2.0,1610612758.0,SAC,1628989.0,Huerter,K. Huerter,-40.0,253.0,26.0,Missed,1.0,,,0.0,h,MISS Huerter 26' 3PT Jump Shot,Missed Shot,Jump Shot,1.0,206.0
2023-03-10,bkn-vs-min-0022201001,444.0,PT03M53.00S,3.0,1610612751.0,BKN,1626220.0,O'Neale,R. O'Neale,0.0,0.0,0.0,,0.0,,,0.0,v,O'Neale REBOUND (Off:3 Def:8),Rebound,Unknown,1.0,325.0
2023-01-02,phx-vs-nyk-0022200550,141.0,PT10M34.00S,2.0,1610612752.0,NYK,1628973.0,Brunson,J. Brunson,0.0,0.0,0.0,,0.0,,,0.0,h,MISS Brunson Free Throw Technical,Free Throw,Free Throw Technical,1.0,104.0
2023-02-13,hou-vs-phi-0022200860,524.0,PT08M43.00S,4.0,1610612745.0,HOU,1631106.0,Eason,T. Eason,-12.0,6.0,1.0,Made,1.0,97.0,85.0,182.0,v,Eason 1' Driving Layup (8 PTS),Made Shot,Driving Layup Shot,1.0,386.0
2022-12-07,lac-vs-orl-0022200363,598.0,PT04M43.00S,4.0,1610612746.0,LAC,1627826.0,Zubac,I. Zubac,7.0,26.0,3.0,Made,1.0,89.0,97.0,186.0,v,Zubac 3' Driving Layup (11 PTS) (George 5 AST),Made Shot,Driving Layup Shot,1.0,438.0
2022-10-23,por-vs-lal-0022200037,588.0,PT09M04.00S,4.0,1610612757.0,POR,1631101.0,Sharpe,S. Sharpe,229.0,-2.0,0.0,Missed,1.0,,,0.0,v,MISS Sharpe 3PT Jump Shot,Missed Shot,Jump Shot,1.0,429.0
2023-02-09,chi-vs-bkn-0022200833,205.0,PT08M18.00S,2.0,1610612741.0,CHI,203083.0,Drummond,A. Drummond,0.0,0.0,0.0,,0.0,,,0.0,v,SUB: Vucevic FOR Drummond,Substitution,,0.0,158.0
2022-12-10,min-vs-por-0022200394,533.0,PT09M59.00S,4.0,1610612750.0,MIN,1626156.0,Russell,D. Russell,31.0,209.0,21.0,Missed,1.0,,,0.0,v,MISS Russell 21' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1.0,387.0
2022-11-11,phx-vs-orl-0022200177,550.0,PT02M46.00S,4.0,1610612756.0,PHX,1629006.0,Okogie,J. Okogie,125.0,183.0,22.0,Missed,1.0,,,0.0,v,MISS Okogie 22' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1.0,404.0
2022-12-14,det-vs-cha-0022200414,121.0,PT03M53.00S,1.0,1610612766.0,CHA,1626162.0,Oubre Jr.,K. Oubre Jr.,0.0,0.0,0.0,,0.0,,,0.0,h,SUB: Maledon FOR Oubre Jr.,Substitution,,0.0,92.0
2023-03-11,mil-vs-gsw-0022201012,233.0,PT08M02.00S,2.0,1610612744.0,GSW,201939.0,Curry,S. Curry,0.0,0.0,0.0,,0.0,,,0.0,h,Curry REBOUND (Off:0 Def:2),Rebound,Unknown,1.0,175.0
2022-10-24,uta-vs-hou-0022200048,415.0,PT06M22.00S,3.0,1610612745.0,HOU,1630224.0,Green,J. Green,-184.0,209.0,28.0,Made,1.0,65.0,63.0,128.0,h,Green 28' 3PT Pullup Jump Shot (21 PTS),Made Shot,Pullup Jump shot,1.0,318.0
2022-10-30,min-vs-sas-0022200092,441.0,PT07M39.00S,3.0,1610612750.0,MIN,1626157.0,Towns,K. Towns,0.0,0.0,0.0,,0.0,,,0.0,v,Towns BLOCK (2 BLK),,,1.0,328.0
2022-10-14,lal-vs-sac-0012200070,176.0,PT00M00.10S,1.0,0.0,,1610612758.0,,,0.0,0.0,0.0,,0.0,,,0.0,h,KINGS Rebound,Rebound,Unknown,1.0,127.0
2023-01-25,atl-vs-okc-0022200725,519.0,PT00M15.80S,3.0,1610612760.0,OKC,1628983.0,Gilgeous-Alexander,S. Gilgeous-Alexander,61.0,137.0,15.0,Missed,1.0,,,0.0,h,MISS Gilgeous-Alexander 15' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1.0,374.0
2022-10-07,tor-vs-hou-0012200032,339.0,PT03M26.00S,2.0,1610612761.0,TOR,1631132.0,Koloko,C. Koloko,0.0,0.0,0.0,,0.0,,,0.0,v,Koloko S.FOUL (P3.T2) (E.Dalen),Foul,Shooting,1.0,254.0
2022-12-07,sac-vs-mil-0022200369,10.0,PT11M23.00S,1.0,1610612758.0,SAC,203084.0,Barnes,H. Barnes,0.0,0.0,0.0,,0.0,,,0.0,v,Barnes REBOUND (Off:0 Def:1),Rebound,Unknown,1.0,5.0
2023-01-27,mil-vs-ind-0022200736,571.0,PT08M35.00S,4.0,1610612749.0,MIL,203507.0,Antetokounmpo,G. Antetokounmpo,0.0,0.0,0.0,,0.0,,,0.0,v,MISS G. Antetokounmpo Free Throw 1 of 1,Free Throw,Free Throw 1 of 1,1.0,406.0
2022-12-30,was-vs-orl-0022200529,448.0,PT04M25.00S,3.0,1610612764.0,WAS,1628420.0,Morris,M. Morris,0.0,0.0,0.0,,0.0,,,0.0,v,SUB: Wright FOR Morris,Substitution,,0.0,325.0
2022-11-06,chi-vs-tor-0022200141,89.0,PT05M21.00S,1.0,1610612741.0,CHI,1630172.0,Williams,P. Williams,0.0,0.0,0.0,,0.0,,,0.0,v,Williams REBOUND (Off:2 Def:0),Rebound,Unknown,1.0,68.0
2022-10-28,cha-vs-orl-0022200071,642.0,PT00M55.00S,4.0,1610612753.0,ORL,1630284.0,Harris,K. Harris,-184.0,177.0,26.0,Missed,1.0,,,0.0,h,MISS Harris 26' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1.0,477.0
2022-11-18,den-vs-dal-0022200230,26.0,PT09M42.00S,1.0,0.0,,1610612743.0,,,0.0,0.0,0.0,,0.0,,,0.0,v,Nuggets Rebound,Rebound,Unknown,0.0,17.0
2023-03-03,por-vs-atl-0022200947,514.0,PT09M29.00S,4.0,1610612757.0,POR,1629629.0,Reddish,C. Reddish,-183.0,170.0,25.0,Made,1.0,106.0,86.0,192.0,v,Reddish 25' 3PT Pullup Jump Shot (18 PTS),Made Shot,Pullup Jump shot,1.0,380.0
2022-12-31,lac-vs-ind-0022200538,590.0,PT03M47.00S,4.0,0.0,,1610612746.0,,,0.0,0.0,0.0,,0.0,,,0.0,v,Clippers Timeout: Regular (Reg.4 Short 0),Timeout,Regular,0.0,428.0
2023-01-13,gsw-vs-sas-0022200635,699.0,PT03M21.00S,4.0,1610612744.0,GSW,1629673.0,Poole,J. Poole,0.0,0.0,0.0,,0.0,103.0,137.0,240.0,v,Poole Free Throw 2 of 2 (22 PTS),Free Throw,Free Throw 2 of 2,1.0,492.0
2022-12-07,lal-vs-tor-0022200366,527.0,PT11M22.00S,4.0,1610612747.0,LAL,1629022.0,Walker IV,L. Walker IV,208.0,138.0,25.0,Missed,1.0,,,0.0,v,MISS Walker IV 25' 3PT Jump Bank Shot,Missed Shot,Jump Bank Shot,1.0,402.0
2023-02-15,mia-vs-bkn-0022200878,101.0,PT03M32.00S,1.0,1610612751.0,BKN,1627827.0,Finney-Smith,D. Finney-Smith,0.0,0.0,0.0,,0.0,,,0.0,h,Finney-Smith REBOUND (Off:1 Def:1),Rebound,Unknown,1.0,75.0
2022-10-21,den-vs-gsw-0022200026,185.0,PT10M15.00S,2.0,1610612743.0,DEN,1630538.0,Hyland,B. Hyland,0.0,0.0,0.0,,0.0,36.0,45.0,81.0,v,Hyland Free Throw 1 of 2 (7 PTS),Free Throw,Free Throw 1 of 2,1.0,129.0
2022-11-22,det-vs-den-0022200258,326.0,PT00M33.60S,2.0,1610612765.0,DET,202711.0,Bogdanovic,B. Bogdanovic,0.0,0.0,0.0,,0.0,55.0,56.0,111.0,v,Bogdanovic Free Throw Flagrant 2 of 2 (15 PTS),Free Throw,Free Throw Flagrant 2 of 2,1.0,240.0
2022-11-04,mil-vs-min-0022200129,572.0,PT09M05.00S,4.0,1610612750.0,MIN,1630162.0,Edwards,A. Edwards,-142.0,80.0,16.0,Made,1.0,91.0,101.0,192.0,h,Edwards 16' Pullup Jump Shot (21 PTS) (Russell 3 AST),Made Shot,Pullup Jump shot,1.0,406.0
2023-01-18,ind-vs-okc-0022200674,451.0,PT05M00.00S,3.0,1610612760.0,OKC,1631114.0,Williams,J. Williams,13.0,-2.0,1.0,Made,1.0,82.0,63.0,145.0,h,Jal. Williams 1' Cutting Layup Shot (8 PTS) (Giddey 8 AST),Made Shot,Cutting Layup Shot,1.0,332.0
2023-01-23,sas-vs-por-0022200711,43.0,PT09M02.00S,1.0,1610612759.0,SAS,1631110.0,Sochan,J. Sochan,0.0,0.0,0.0,,0.0,6.0,8.0,14.0,v,Sochan Free Throw 2 of 2 (2 PTS),Free Throw,Free Throw 2 of 2,1.0,31.0
