loss,accuracy,val_loss,val_accuracy
0.666036069393158,0.630326509475708,0.624666690826416,0.6599336266517639
0.6298523545265198,0.6492114067077637,0.6184530258178711,0.6599336266517639
0.6245278120040894,0.6549184322357178,0.6224147081375122,0.6635307669639587
0.6224923133850098,0.658584713935852,0.6063365340232849,0.668234646320343
0.6202268600463867,0.6573741436004639,0.638843297958374,0.6339236497879028
0.6191105842590332,0.6588613986968994,0.613121509552002,0.6577200293540955
0.6186648011207581,0.6596569418907166,0.6094397902488708,0.6671278476715088
0.6161227226257324,0.659207284450531,0.6063458919525146,0.6660210490226746
0.6152290105819702,0.6609366536140442,0.6043593883514404,0.6679579615592957
0.6144474148750305,0.6630811095237732,0.6075735688209534,0.6665744781494141
0.615192711353302,0.6607637405395508,0.6065099239349365,0.6643608212471008
0.6149405837059021,0.6607637405395508,0.6060829758644104,0.668234646320343
0.6143415570259094,0.6621126532554626,0.6084142327308655,0.6629773378372192
0.6148735284805298,0.6599681973457336,0.6083909273147583,0.6610404253005981
0.6140346527099609,0.6608675122261047,0.6091771125793457,0.6657443642616272
0.6143689155578613,0.6623547673225403,0.6051050424575806,0.6674045920372009
0.6135486364364624,0.6625276803970337,0.6044592261314392,0.6649142503738403
0.6132987141609192,0.6614554524421692,0.6075093150138855,0.6701715588569641
0.6130020618438721,0.6627006530761719,0.6085817813873291,0.6651909351348877
0.6129310131072998,0.6607637405395508,0.6074826121330261,0.671001672744751
