loss,accuracy,val_loss,val_accuracy
0.6646996736526489,0.5857429504394531,0.6444096565246582,0.6142778396606445
0.6437138915061951,0.6217833757400513,0.6330625414848328,0.6460985541343689
0.6341273784637451,0.6414983868598938,0.6241178512573242,0.649695634841919
0.6279921531677246,0.6470323801040649,0.6193003058433533,0.661870539188385
0.6238121390342712,0.652358889579773,0.6162937879562378,0.6596569418907166
0.6211733818054199,0.6544687747955322,0.6131409406661987,0.661870539188385
0.6192806959152222,0.6571320295333862,0.6123247146606445,0.664637565612793
0.6180422902107239,0.6581004858016968,0.6108180284500122,0.6654676795005798
0.6170964241027832,0.6585155129432678,0.6094400882720947,0.6643608212471008
0.6163620948791504,0.6602449417114258,0.6089233160018921,0.6660210490226746
0.6157130002975464,0.6606253981590271,0.6089706420898438,0.6662977337837219
0.6153221726417542,0.6614208817481995,0.6086289882659912,0.6674045920372009
0.6148227453231812,0.6625276803970337,0.6075332164764404,0.6635307669639587
0.6143162250518799,0.6626314520835876,0.6083797812461853,0.6690647602081299
0.6140602231025696,0.6629773378372192,0.6079529523849487,0.6674045920372009
0.6137485504150391,0.6628735661506653,0.6066640615463257,0.6654676795005798
0.6134251952171326,0.6636344790458679,0.6065179109573364,0.6657443642616272
0.6131033897399902,0.6642571091651917,0.6061596274375916,0.6654676795005798
0.6129096150398254,0.6638074517250061,0.6063234210014343,0.6660210490226746
0.6126408576965332,0.6651909351348877,0.6056484580039978,0.6657443642616272
0.6124721169471741,0.6650180220603943,0.6062173247337341,0.6662977337837219
0.6122415065765381,0.6650180220603943,0.6064999103546143,0.6657443642616272
0.612015426158905,0.6657789349555969,0.6052959561347961,0.6662977337837219
0.6118819117546082,0.665675163269043,0.6053576469421387,0.6698948740959167
0.6117026805877686,0.6661248207092285,0.6052981615066528,0.669341504573822
0.6115384101867676,0.6660556197166443,0.6048857569694519,0.6662977337837219
0.6113213300704956,0.6653639078140259,0.6057028770446777,0.6676812767982483
0.611258864402771,0.6662631630897522,0.6052902936935425,0.6696181893348694
0.6110591292381287,0.6668857336044312,0.6060575842857361,0.668234646320343
0.6110238432884216,0.6668165922164917,0.6047486066818237,0.6685113906860352
0.6109548211097717,0.6663669347763062,0.6049422025680542,0.6685113906860352
0.6107226014137268,0.6664015054702759,0.6046212315559387,0.669341504573822
0.6107151508331299,0.6663669347763062,0.6054263114929199,0.6687880754470825
0.6106016635894775,0.6662977337837219,0.6059480309486389,0.6679579615592957
0.6104028224945068,0.6665398478507996,0.6038853526115417,0.6696181893348694
0.610410749912262,0.6664707064628601,0.6048477292060852,0.669341504573822
0.6103852391242981,0.6662285923957825,0.6046581268310547,0.6701715588569641
0.6102851033210754,0.6668857336044312,0.6049285531044006,0.6701715588569641
0.6101764440536499,0.6663669347763062,0.6044648289680481,0.669341504573822
0.6101003289222717,0.6671278476715088,0.6050676703453064,0.6701715588569641
