0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0.8787878787878788,0.9393939393939394,1.0,0.0,0.09090909090909088,0.03703703703703704,0.0,0.0,0.0,0.0,1.0,0.0,0.28,0.325,0.18518518518518517,0.13333333333333336,1.0,1.0,0.8999999999999999,0.75,0.7826086956521738,0.7701149425287356,1.0,1.0,0.7,0.7999999999999999,0.782608695652174,0.8160919540229886,0.15,0.0,0.0,0.5,0.5,0.5714285714285714,0.5384615384615384,0.010204081632653062,0.5,0.5000000000000001,0.25,0.5714285714285714,0.46153846153846156,0.006802721088435375,0.5205479452054794,0.19718309859154928,0.6249999999999999,0.0606060606060606,0.5776848591549296,0.38235294117647056,0.3076923076923077,0.33283132530120485,0.6774193548387097,0.5068493150684932,0.2112676056338028,0.55,0.20588235294117646,0.5002200704225352,0.4411764705882354,0.21052631578947367,0.40035140562249,0.664,1.0,0.5906662476429919
0.7575757575757576,0.45454545454545453,1.0,0.0,0.2727272727272727,0.4444444444444444,0.0,0.0,0.0,0.0,1.0,0.0,0.04,0.0,0.0,0.0,0.6666666666666666,0.39999999999999997,0.4999999999999999,0.35,0.28260869565217395,0.36781609195402304,0.33333333333333337,0.6000000000000001,0.5999999999999999,0.6,0.6956521739130436,0.7471264367816092,0.0,0.3333333333333333,0.5,0.5,0.5,0.7142857142857143,0.8461538461538461,0.006802721088435375,0.5,0.5000000000000001,0.5,0.7142857142857143,0.7692307692307693,0.006802721088435375,0.2876712328767123,0.7887323943661971,0.35000000000000003,0.7575757575757577,0.34264964788732394,0.20588235294117646,0.7948717948717949,0.1945281124497992,0.2016129032258065,0.6986301369863014,0.36619718309859156,0.7000000000000001,0.3235294117647059,0.7075264084507042,0.6764705882352942,0.39473684210526316,0.6393072289156627,0.6880000000000001,1.0,0.2732558139534884
0.8484848484848485,0.9393939393939394,1.0,0.0,0.9090909090909091,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.04,0.024999999999999994,0.2222222222222222,0.2,0.3333333333333333,0.19999999999999998,0.09999999999999999,0.19999999999999996,0.41304347826086957,0.5287356321839081,1.0,1.0,0.7999999999999998,0.6,0.6739130434782609,0.793103448275862,0.0,0.047619047619047616,0.5,0.5,0.5,0.8571428571428572,0.6923076923076923,0.006802721088435375,0.5,0.5000000000000001,0.75,0.8571428571428571,0.6923076923076923,0.006802721088435375,0.013698630136986306,0.11267605633802816,0.025000000000000015,0.0909090909090909,0.02442781690140844,0.0,0.12820512820512822,0.0,0.4274193548387097,0.10958904109589043,0.014084507042253516,0.10000000000000003,0.0,0.08098591549295775,0.11764705882352945,0.0263157894736842,0.10592369477911646,0.544,1.0,0.3799497171590195
0.09090909090909091,0.2727272727272727,1.0,0.0,0.09090909090909088,0.5925925925925926,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39999999999999997,0.4999999999999999,0.3999999999999999,0.3695652173913044,0.41379310344827586,0.33333333333333337,0.2,0.10000000000000003,0.10000000000000002,0.23913043478260865,0.3793103448275862,0.09999999999999999,0.0,0.5,0.5,0.24999999999999997,0.5714285714285714,0.6923076923076923,0.003401360544217687,0.0,0.0,0.0,0.2857142857142857,0.5384615384615384,0.02380952380952381,0.1506849315068493,0.35211267605633806,0.19999999999999998,0.33333333333333337,0.17055457746478875,0.08823529411764704,0.35897435897435903,0.07404618473895581,0.37096774193548393,0.05479452054794523,0.3943661971830986,0.05000000000000003,0.35294117647058826,0.045774647887323966,0.058823529411764726,0.42105263157894735,0.054216867469879526,0.29600000000000004,1.0,0.5166561910747958
0.7878787878787878,0.7575757575757577,1.0,0.0,0.1818181818181818,0.3703703703703703,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.049999999999999996,0.0,0.0,0.3333333333333333,0.39999999999999997,0.6,0.75,0.7391304347826088,0.7816091954022989,0.0,0.0,0.10000000000000003,0.15000000000000002,0.32608695652173914,0.3103448275862069,0.0,0.047619047619047616,0.5,0.5,0.24999999999999997,0.5714285714285714,0.769230769230769,0.006802721088435375,0.0,0.5000000000000001,0.5,0.7142857142857143,0.7692307692307693,0.01020408163265306,0.6164383561643836,0.295774647887324,0.65,0.27272727272727276,0.6254401408450705,0.5588235294117647,0.3076923076923077,0.5240963855421688,0.6774193548387097,0.27397260273972607,0.6619718309859155,0.35000000000000003,0.5294117647058824,0.30215669014084506,0.17647058823529416,0.7631578947368421,0.1443273092369478,0.272,1.0,0.7850408548082968
0.9393939393939394,0.24242424242424246,1.0,0.0,0.0,0.9629629629629629,0.0,0.0,0.0,0.0,1.0,0.0,0.08,0.07499999999999998,0.0,0.0,0.6666666666666666,0.7999999999999999,0.6999999999999998,0.6,0.5,0.67816091954023,0.0,0.2,0.4999999999999999,0.65,0.6521739130434783,0.735632183908046,0.0,0.14285714285714288,0.5,1.0,0.75,0.7142857142857143,0.6923076923076923,0.003401360544217687,0.0,0.0,0.25,0.5714285714285714,0.7692307692307693,0.01360544217687075,0.3013698630136986,0.2676056338028169,0.275,0.21212121212121213,0.27574823943661975,0.32352941176470584,0.3076923076923077,0.3089859437751004,0.5080645161290324,0.38356164383561653,0.1971830985915493,0.35000000000000003,0.23529411764705882,0.37279929577464793,0.411764705882353,0.15789473684210525,0.410140562248996,0.6000000000000001,1.0,0.3689503456945317
0.5757575757575758,0.7575757575757577,1.0,0.0,0.0,0.5925925925925926,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.39999999999999997,0.39999999999999997,0.3999999999999999,0.5217391304347826,0.5287356321839081,0.0,0.2,0.10000000000000003,0.15000000000000002,0.2826086956521739,0.3103448275862069,0.2,0.0,0.5,1.0,0.75,0.7142857142857143,0.769230769230769,0.003401360544217687,0.5,0.5000000000000001,0.5,0.7142857142857143,0.8461538461538461,0.006802721088435375,0.05479452054794522,0.08450704225352113,0.075,0.0909090909090909,0.06888204225352114,0.02941176470588235,0.07692307692307693,0.023343373493975892,0.46774193548387105,0.027397260273972615,0.12676056338028172,0.0,0.11764705882352944,0.0,0.058823529411764726,0.13157894736842107,0.04693775100401606,0.43200000000000005,1.0,0.44861722187303593
0.6363636363636364,0.5454545454545454,1.0,0.0,1.0,0.9629629629629629,0.0,0.0,0.0,0.0,1.0,0.0,0.04,0.07499999999999998,0.037037037037037035,0.0,0.3333333333333333,0.5999999999999999,0.4999999999999999,0.6,0.5652173913043479,0.45977011494252873,0.6666666666666667,0.6000000000000001,0.39999999999999997,0.39999999999999997,0.5434782608695652,0.632183908045977,0.049999999999999996,0.0,0.5,0.5,0.5,0.5714285714285714,0.6923076923076923,0.003401360544217687,0.0,0.5000000000000001,0.5,0.5714285714285714,0.6923076923076923,0.01020408163265306,0.21917808219178084,0.23943661971830985,0.25,0.27272727272727276,0.24691901408450706,0.1764705882352941,0.20512820512820515,0.1734437751004016,0.47580645161290325,0.20547945205479456,0.2535211267605634,0.17500000000000004,0.3235294117647059,0.16725352112676056,0.23529411764705885,0.1842105263157895,0.22590361445783136,0.464,1.0,0.4637020741671905
0.9393939393939394,0.8484848484848485,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.19999999999999998,0.07499999999999998,0.037037037037037035,0.0,1.0,1.0,0.7999999999999999,0.75,0.7391304347826088,0.7931034482758621,0.6666666666666667,0.6000000000000001,0.5999999999999999,0.45,0.3478260869565217,0.49425287356321845,0.15,0.0,0.5,1.0,0.5,0.5714285714285714,0.6923076923076923,0.006802721088435375,0.5,0.5000000000000001,0.5,0.42857142857142855,0.6153846153846154,0.006802721088435375,0.410958904109589,0.11267605633802816,0.375,0.1515151515151515,0.3516725352112676,0.4411764705882353,0.07692307692307693,0.39859437751004023,0.6612903225806451,0.17808219178082194,0.36619718309859156,0.20000000000000004,0.3235294117647059,0.1811179577464789,0.1470588235294118,0.39473684210526316,0.12826305220883533,0.38400000000000006,1.0,0.5996228786926462
0.7272727272727273,0.6060606060606061,1.0,0.0,0.9090909090909091,0.4444444444444444,0.0,0.0,0.0,0.0,1.0,0.0,0.08,0.0,0.0,0.0,0.6666666666666666,0.5999999999999999,0.6,0.6,0.6086956521739131,0.5632183908045978,0.0,0.2,0.39999999999999997,0.45,0.5434782608695652,0.471264367816092,0.049999999999999996,0.0,0.5,1.0,0.75,0.8571428571428572,0.6153846153846153,0.006802721088435375,0.5,1.0,0.75,0.5714285714285714,0.6153846153846154,0.003401360544217687,0.08219178082191783,0.028169014084507036,0.04999999999999998,0.03030303030303029,0.04775528169014083,0.1176470588235294,0.025641025641025657,0.09738955823293172,0.5161290322580646,0.027397260273972615,0.07042253521126762,0.02500000000000004,0.08823529411764708,0.020686619718309845,0.02941176470588235,0.052631578947368446,0.024096385542168693,0.464,1.0,0.4478315524827153
