loss,accuracy,val_loss,val_accuracy
0.6734098196029663,0.624584972858429,0.6166940331459045,0.6643608212471008
0.6170870065689087,0.6585501432418823,0.6059769988059998,0.6690647602081299
0.6133909821510315,0.6622509956359863,0.6048740148544312,0.6679579615592957
0.6124277710914612,0.661974310874939,0.6060929894447327,0.6662977337837219
0.6117292046546936,0.6657443642616272,0.609447181224823,0.6613171100616455
0.6112504601478577,0.6646721363067627,0.6047580242156982,0.6662977337837219
0.6106719374656677,0.6647759079933167,0.6089368462562561,0.6624239087104797
0.6102729439735413,0.6659519076347351,0.6047401428222656,0.6685113906860352
0.6099029779434204,0.6655022501945496,0.6042344570159912,0.6676812767982483
0.6096139550209045,0.6644645929336548,0.6043823957443237,0.6685113906860352
0.6092156767845154,0.6640495657920837,0.6042443513870239,0.6660210490226746
0.6092577576637268,0.6667819619178772,0.6055007576942444,0.6657443642616272
0.6086610555648804,0.6661593914031982,0.6105545163154602,0.6585501432418823
0.6084542274475098,0.6661940217018127,0.6085174679756165,0.6629773378372192
0.6085115075111389,0.6659864783287048,0.605660617351532,0.6627006530761719
0.60843425989151,0.6667819619178772,0.6064587235450745,0.6635307669639587
0.6080009937286377,0.6669203639030457,0.6040377616882324,0.6665744781494141
0.607408881187439,0.6680271625518799,0.604661226272583,0.668234646320343
0.607705295085907,0.6656060218811035,0.6053391695022583,0.6671278476715088
0.6073607802391052,0.6653292775154114,0.6049513220787048,0.6687880754470825
0.6069062352180481,0.6669895052909851,0.6047483682632446,0.6649142503738403
0.6070747971534729,0.6673353910446167,0.6043677926063538,0.6685113906860352
0.6065170764923096,0.6664015054702759,0.6055096387863159,0.6687880754470825
0.6066735982894897,0.6676120758056641,0.6048126220703125,0.668234646320343
0.606199324131012,0.6671278476715088,0.6057775020599365,0.6668511629104614
0.6059181094169617,0.6679579615592957,0.6049831509590149,0.6668511629104614
0.6055384874343872,0.669964075088501,0.6045510768890381,0.6685113906860352
0.6054677367210388,0.6693760752677917,0.6104331016540527,0.6577200293540955
0.6051769256591797,0.6701715588569641,0.6081272959709167,0.6643608212471008
0.6050039529800415,0.6693760752677917,0.6062847375869751,0.6665744781494141
0.6052624583244324,0.6680271625518799,0.6054131388664246,0.6668511629104614
0.6046079397201538,0.6695489883422852,0.6056939363479614,0.6671278476715088
0.6044712662696838,0.6692031025886536,0.6086733341217041,0.6654676795005798
0.6040616035461426,0.6705866456031799,0.6097052097320557,0.661870539188385
0.6037130951881409,0.670379102230072,0.6070109009742737,0.6665744781494141
0.6038674116134644,0.6694106459617615,0.6088725328445435,0.6651909351348877
0.6035376191139221,0.6709671020507812,0.6067361831665039,0.6704483032226562
0.6032477617263794,0.6705866456031799,0.6062375903129578,0.6721084713935852
0.602561354637146,0.6721431016921997,0.6080387234687805,0.6690647602081299
0.6027588844299316,0.6712437868118286,0.6093885898590088,0.6651909351348877
